# Time-averaged data for fix myat2
# TimeStep v_myvol
178300 10477.9
178400 10465.4
178500 10452.2
178600 10438.2
178700 10423.4
178800 10407.5
178900 10390.5
179000 10372.7
179100 10353.8
179200 10334.5
179300 10315.4
179400 10296.5
179500 10277.9
179600 10259.4
179700 10240.6
179800 10221.4
179900 10202.2
180000 10183.5
180100 10166
180200 10150.3
180300 10136.4
180400 10123.9
180500 10112.3
180600 10101.4
180700 10091.4
180800 10082.1
180900 10073.3
181000 10064.7
181100 10056.5
181200 10048.8
181300 10041.4
181400 10034.5
181500 10028
181600 10021.8
181700 10015.8
181800 10009.8
181900 10003.6
182000 9996.74
182100 9988.79
182200 9979.54
182300 9969.01
182400 9956.98
182500 9943.31
182600 9928.04
182700 9911.27
182800 9893.01
182900 9873.5
183000 9853.18
183100 9832.4
183200 9811.37
183300 9790.11
183400 9768.94
183500 9748.17
183600 9727.84
183700 9707.91
183800 9688.42
183900 9669.35
184000 9650.77
184100 9632.67
184200 9615.07
184300 9598.23
184400 9582.2
184500 9566.65
184600 9551.28
184700 9536.18
184800 9521.68
184900 9507.94
185000 9494.9
185100 9482.51
185200 9470.82
185300 9459.61
185400 9448.69
185500 9438.02
185600 9427.37
185700 9416.42
185800 9405.05
185900 9393.17
186000 9380.68
186100 9367.47
186200 9353.53
186300 9339.1
186400 9324.33
186500 9309.37
186600 9294.4
186700 9279.43
186800 9264.41
186900 9249.25
187000 9233.94
187100 9218.95
187200 9204.78
187300 9191.84
187400 9180.23
187500 9169.75
187600 9160
187700 9150.83
187800 9142.2
187900 9134.37
188000 9127.14
188100 9119.72
188200 9111.87
188300 9103.66
188400 9095.2
188500 9086.7
