# Time-averaged data for fix myat3
# TimeStep v_mydensity
144400 0.0102026
144500 0.0102159
144600 0.0102286
144700 0.0102406
144800 0.0102521
144900 0.0102631
145000 0.0102741
145100 0.0102849
145200 0.0102955
145300 0.0103064
145400 0.0103183
145500 0.0103312
145600 0.0103451
145700 0.0103599
145800 0.0103758
145900 0.0103925
146000 0.0104099
146100 0.0104277
146200 0.0104457
146300 0.0104639
146400 0.010482
146500 0.0104999
146600 0.0105178
146700 0.0105355
146800 0.0105531
146900 0.0105707
147000 0.0105883
147100 0.0106061
147200 0.0106237
147300 0.0106414
147400 0.0106595
147500 0.0106782
147600 0.0106978
147700 0.010718
147800 0.0107387
147900 0.0107598
148000 0.0107809
148100 0.0108018
148200 0.0108222
148300 0.0108423
148400 0.0108621
148500 0.0108819
148600 0.0109016
148700 0.0109212
148800 0.0109409
148900 0.0109602
149000 0.0109788
149100 0.0109969
149200 0.0110146
149300 0.0110324
149400 0.0110508
149500 0.0110697
149600 0.0110892
149700 0.011109
149800 0.0111287
149900 0.0111484
150000 0.0111685
150100 0.0111894
150200 0.0112109
150300 0.0112332
150400 0.0112562
150500 0.01128
150600 0.0113046
150700 0.0113301
150800 0.0113559
150900 0.0113813
151000 0.0114059
151100 0.0114293
151200 0.011451
151300 0.0114708
151400 0.0114888
151500 0.0115049
151600 0.0115192
151700 0.011532
151800 0.0115438
151900 0.0115547
152000 0.0115648
152100 0.0115747
152200 0.0115846
152300 0.0115948
152400 0.0116055
152500 0.0116167
152600 0.0116285
152700 0.0116411
152800 0.0116546
152900 0.0116691
153000 0.0116844
153100 0.0117002
153200 0.0117161
153300 0.0117321
153400 0.0117484
