# Time-averaged data for fix myat1
# TimeStep v_mytemp
45500 298.084
45600 300.123
45700 302.493
45800 296.012
45900 296.617
46000 304.588
46100 301.832
46200 296.738
46300 295.902
46400 294.517
46500 297.405
46600 297.627
46700 297.31
46800 302.451
46900 302.812
47000 300.103
47100 295.886
47200 299.91
47300 305.669
47400 304.095
47500 302.265
47600 301.9
47700 296.501
47800 298.144
47900 304.225
48000 303.321
48100 308.436
48200 303.884
48300 297.563
48400 298.342
48500 302.995
48600 307.122
48700 294.384
48800 294.801
48900 298.595
49000 303.631
49100 301.602
49200 300.48
49300 298.403
49400 299.544
49500 298.406
49600 298.691
49700 293.054
49800 294.942
49900 301.418
50000 300.138
50100 298.421
50200 302.352
50300 297.438
50400 298.028
50500 300.53
50600 301.222
50700 300.517
50800 298.708
50900 302.102
51000 304.125
51100 310.708
51200 306.337
51300 300.556
51400 296.657
51500 298.716
51600 304.734
51700 304.842
51800 301.886
51900 297.353
52000 301.039
52100 304.02
52200 306.068
52300 300.944
52400 295.795
52500 295.804
52600 295.442
52700 297.615
52800 300.119
52900 300.325
53000 303.416
53100 303.712
53200 304.942
53300 297.972
53400 300.208
53500 301.453
53600 300.593
53700 303.922
53800 301.261
53900 294.423
54000 293.992
54100 296.604
54200 300.103
54300 301.016
54400 301.708
54500 294.784
54600 296.996
54700 297.515
54800 298.49
54900 300.38
55000 300.587
55100 305.552
55200 299.896
55300 292.747
55400 297.023
55500 301.891
55600 299.488
55700 299.471
55800 297.098
55900 296.018
56000 298.567
56100 303.805
56200 305.241
56300 297.395
56400 294.856
56500 299.025
56600 303.323
56700 303.194
56800 294.32
56900 298.396
57000 300.41
57100 300.452
57200 296.902
57300 299.262
57400 306.55
57500 298.988
57600 297.629
57700 298.797
57800 296.258
57900 305.91
58000 305.276
58100 298.054
58200 298.752
58300 300.804
58400 297.963
58500 301.159
58600 300.877
58700 297.98
58800 296.202
58900 300.227
59000 303.465
59100 300.596
59200 300.994
59300 295.443
59400 294.845
59500 299.686
59600 300.436
59700 300.196
59800 291.872
59900 293.693
60000 296.553
