# Time-averaged data for fix myat4
# TimeStep v_position_piston_right
343000 26.8915
344000 26.9796
345000 26.8844
346000 26.7003
347000 26.7692
348000 26.6092
349000 26.7488
350000 26.8764
351000 26.7825
352000 26.748
353000 26.6896
354000 26.885
355000 27.0257
356000 26.9697
357000 26.9246
358000 26.9796
359000 27.1232
360000 27.1534
361000 27.1774
362000 27.093
363000 27.0491
364000 27.0785
365000 27.1793
366000 27.1462
367000 27.2488
368000 27.191
369000 27.2407
370000 27.1068
371000 27.0084
372000 27.0974
373000 26.9187
374000 27.0471
375000 26.9899
376000 27.1677
377000 27.1072
378000 27.0165
379000 27.082
380000 27.1251
381000 27.0558
382000 27.09
383000 26.9727
384000 27.0192
385000 27.0373
386000 27.126
387000 27.2763
388000 27.1894
389000 26.99
390000 27.0508
391000 27.1077
392000 27.0426
393000 27.0155
394000 26.9442
395000 27.0748
396000 27.1117
397000 27.178
398000 27.1215
399000 27.1653
400000 27.1264
401000 27.2416
402000 27.1964
403000 27.1764
404000 27.0292
405000 26.7918
406000 27.0099
407000 27.0123
408000 26.9452
409000 26.7994
410000 26.8254
411000 26.8181
412000 26.8276
413000 26.964
414000 26.9718
415000 27.0396
416000 26.9754
417000 26.8933
418000 26.8555
419000 26.802
420000 26.7125
421000 26.7163
422000 26.6486
423000 26.7627
424000 26.7746
425000 26.9076
426000 27.0206
427000 26.9224
428000 26.9747
429000 26.9939
430000 27.0296
431000 26.9857
432000 26.9164
433000 26.9479
434000 26.9278
435000 26.8061
436000 26.7638
437000 26.8319
438000 26.8405
439000 27.0189
440000 26.8862
441000 26.9969
442000 26.9853
443000 27.0511
444000 27.148
445000 27.2104
446000 27.1939
447000 27.1157
448000 27.1377
449000 27.1607
450000 27.1251
451000 27.0883
452000 27.0403
453000 27.0059
454000 27.0769
455000 26.9036
456000 27.0352
457000 27.0946
458000 27.1146
459000 27.1724
460000 27.2296
461000 27.1272
462000 27.2314
463000 27.3598
464000 27.4073
465000 27.5203
466000 27.4528
467000 27.2949
468000 27.34
469000 27.2992
470000 27.3153
471000 27.3325
472000 27.3865
473000 27.3243
474000 27.2608
475000 27.4012
476000 27.356
477000 27.3782
478000 27.4723
479000 27.5963
480000 27.5659
481000 27.4717
482000 27.4762
483000 27.4284
484000 27.2869
485000 27.3176
486000 27.3244
487000 27.1589
488000 27.2157
489000 27.1227
490000 27.1659
491000 27.2053
492000 27.126
493000 27.0969
494000 27.1205
495000 27.0989
496000 27.2701
497000 27.1909
498000 27.1788
499000 27.0629
500000 26.9938
501000 26.8537
502000 26.9701
503000 27.1487
504000 27.2058
505000 27.0948
506000 27.0378
507000 27.1241
508000 27.0432
509000 27.14
510000 27.0328
511000 27.0612
512000 26.9377
513000 26.8321
514000 26.7608
515000 26.7218
516000 26.6356
517000 26.7336
518000 26.6846
519000 26.7211
520000 26.7272
521000 26.6606
522000 26.8022
523000 26.6315
524000 26.4772
525000 26.4197
526000 26.4939
527000 26.4833
528000 26.6284
529000 26.7001
530000 26.49
531000 26.585
532000 26.7867
533000 26.7138
534000 26.6433
535000 26.6496
536000 26.6337
537000 26.6957
538000 26.657
539000 26.6577
540000 26.8249
541000 27.0505
542000 27.0738
543000 26.8569
544000 26.8146
545000 26.7613
546000 26.7491
547000 26.6628
548000 26.5393
549000 26.5677
550000 26.4465
551000 26.4657
552000 26.5041
553000 26.5013
554000 26.5412
555000 26.6789
556000 26.5457
557000 26.4996
558000 26.4262
559000 26.5082
560000 26.3574
561000 26.362
562000 26.375
563000 26.4574
564000 26.3241
565000 26.3417
566000 26.2619
567000 26.1839
568000 26.0948
569000 26.1269
570000 26.1988
571000 26.2316
572000 26.2344
573000 26.4101
574000 26.2772
575000 26.2856
576000 26.3613
577000 26.3955
578000 26.4021
579000 26.3252
580000 26.4156
581000 26.4686
582000 26.3828
583000 26.3926
584000 26.1982
585000 26.0666
586000 26.1147
587000 26.1267
588000 26.1845
589000 26.2169
590000 26.2663
591000 26.3765
592000 26.2455
593000 26.2571
594000 26.2557
595000 26.2013
596000 26.1227
597000 26.2011
598000 26.12
599000 25.9481
600000 25.9608
601000 25.8229
602000 25.9988
603000 25.8658
604000 25.7361
605000 25.8222
606000 25.7265
607000 25.6842
608000 25.7776
609000 25.7601
610000 25.7585
611000 25.791
612000 25.7275
613000 25.6064
614000 25.7013
615000 25.6528
616000 25.588
617000 25.4447
618000 25.4997
619000 25.4308
620000 25.4145
621000 25.309
622000 25.2752
623000 25.3183
624000 25.2184
625000 25.2296
626000 25.2349
627000 25.1708
628000 25.017
629000 25.0046
630000 24.9119
631000 25.031
632000 25.1141
633000 25.1657
634000 25.1347
635000 25.0599
636000 24.9184
637000 24.9819
638000 25.1067
639000 25.2207
640000 25.2346
641000 25.3111
642000 25.172
643000 25.3012
644000 25.4002
645000 25.3662
646000 25.3612
647000 25.3887
648000 25.3919
649000 25.4059
650000 25.4222
651000 25.4457
652000 25.3664
653000 25.3996
654000 25.3068
655000 25.3091
656000 25.251
657000 25.2552
658000 25.4436
659000 25.4421
660000 25.4931
661000 25.4613
662000 25.467
663000 25.368
664000 25.3532
665000 25.4677
666000 25.4468
667000 25.5411
668000 25.6168
669000 25.5613
670000 25.4331
671000 25.4335
672000 25.3624
673000 25.3057
674000 25.3962
675000 25.5445
676000 25.556
677000 25.4678
678000 25.5832
679000 25.4016
680000 25.5015
681000 25.4795
682000 25.6125
683000 25.7056
684000 25.786
685000 25.8748
686000 25.9416
687000 25.989
688000 25.8725
689000 25.9301
690000 25.8888
691000 25.9848
692000 26.0606
693000 26.1538
694000 26.3588
695000 26.3311
696000 26.3777
697000 26.5728
698000 26.6328
699000 26.5416
700000 26.6432
701000 26.6477
702000 26.8078
703000 26.6705
704000 26.6333
705000 26.5968
706000 26.3815
707000 26.498
708000 26.6802
709000 26.6207
710000 26.6512
711000 26.7009
712000 26.5681
713000 26.6754
714000 26.9059
715000 26.7681
716000 26.8559
717000 26.8606
718000 26.8429
719000 26.9591
720000 26.8869
721000 26.9074
722000 27.02
723000 27.0889
724000 27.0431
725000 27.0414
726000 27.0643
727000 27.2272
728000 27.3122
729000 27.3187
730000 27.3846
731000 27.2754
732000 27.3995
733000 27.3299
734000 27.3052
735000 27.4642
736000 27.3093
737000 27.2605
738000 27.0679
739000 27.2258
740000 27.2169
741000 27.1502
742000 27.2228
743000 27.2025
744000 27.2286
745000 27.3517
746000 27.3132
747000 27.4691
748000 27.5821
749000 27.5122
750000 27.6399
751000 27.5518
752000 27.5963
753000 27.4776
754000 27.5728
755000 27.6824
756000 27.798
757000 27.6399
758000 27.6834
759000 27.6682
760000 27.8059
761000 27.5561
762000 27.7519
763000 27.7753
764000 27.9453
765000 27.8315
766000 27.7121
767000 27.7465
768000 27.7675
769000 27.7347
770000 27.7063
771000 27.6817
772000 27.8051
773000 27.8855
774000 27.8101
775000 27.6759
776000 27.6346
777000 27.6625
778000 27.6391
779000 27.7697
780000 27.9319
781000 27.8996
782000 27.8291
783000 27.857
784000 28.0245
785000 28.058
786000 28.2733
787000 28.354
788000 28.3431
789000 28.3071
790000 28.2777
791000 28.3738
792000 28.2946
793000 28.1485
794000 28.0308
795000 28.0998
796000 28.1439
797000 28.0239
798000 27.9121
799000 27.762
800000 27.8671
801000 27.9819
802000 27.8972
803000 27.9846
804000 27.9803
805000 27.8124
806000 28.1175
807000 28.0596
808000 28.1426
809000 28.1219
810000 28.0059
811000 28.0622
812000 28.1693
813000 28.1439
814000 27.8958
815000 27.9617
816000 27.8576
817000 27.8889
818000 27.8775
819000 27.9223
820000 27.962
821000 27.8612
822000 28.118
823000 28.1092
824000 28.2086
825000 28.1761
826000 28.1801
827000 28.1229
828000 28.194
829000 28.3394
830000 28.4082
831000 28.2396
832000 28.1673
833000 28.0886
834000 28.2165
835000 28.152
836000 27.9053
837000 27.939
838000 27.8624
839000 27.898
840000 27.8269
841000 27.5567
842000 27.5176
843000 27.6787
844000 27.9341
845000 27.8229
846000 27.9454
847000 28.1945
848000 28.1002
849000 28.0323
850000 27.927
851000 27.8056
852000 27.6961
853000 27.7272
854000 27.6094
855000 27.6685
856000 27.4926
857000 27.592
858000 27.654
859000 27.5361
860000 27.5268
861000 27.5323
862000 27.5557
863000 27.5754
864000 27.5683
865000 27.488
866000 27.5097
867000 27.6175
868000 27.588
869000 27.618
870000 27.7799
871000 27.8749
872000 27.7726
873000 27.6376
874000 27.5209
875000 27.4997
876000 27.6207
877000 27.6276
878000 27.5749
879000 27.563
880000 27.6605
881000 27.5654
882000 27.5177
883000 27.465
884000 27.4558
885000 27.4128
886000 27.2571
887000 27.2141
888000 27.3576
889000 27.205
890000 27.1629
891000 26.9435
892000 26.7769
893000 26.9493
894000 27.1001
895000 27.0587
896000 26.8185
897000 26.8508
898000 26.8969
899000 27.0239
900000 26.9605
901000 27.084
902000 27.0721
903000 27.0337
904000 27.0769
905000 27.1063
906000 27.1198
907000 27.303
908000 27.2666
909000 27.2463
910000 27.2885
911000 27.3344
912000 27.1956
913000 26.9561
914000 26.8287
915000 26.7406
916000 26.6627
917000 26.5644
918000 26.717
919000 26.7895
920000 26.8389
921000 27.0355
922000 26.9885
923000 27.0412
924000 26.9565
925000 27.015
926000 27.1158
927000 27.2162
928000 27.2398
929000 27.1951
930000 27.0569
931000 26.9944
932000 27.0077
933000 26.9819
934000 27.1912
935000 27.2754
936000 27.3485
937000 27.1777
938000 27.18
939000 27.1559
940000 27.1534
941000 27.2525
942000 27.2428
943000 27.136
944000 27.1912
945000 27.3422
946000 27.3915
947000 27.5162
948000 27.5054
949000 27.4962
950000 27.3955
951000 27.2765
952000 27.245
953000 27.3388
954000 27.3828
955000 27.128
956000 27.1145
957000 27.0075
958000 27.0803
959000 27.1365
960000 27.1483
961000 27.0977
962000 26.9784
963000 26.8676
964000 26.8927
965000 26.8198
966000 27.0352
967000 27.183
968000 27.1411
969000 27.1128
970000 27.1094
971000 27.092
972000 27.1533
973000 27.2344
974000 27.2145
975000 27.1477
976000 26.8948
977000 26.8533
978000 26.9262
979000 27.0706
980000 27.0885
981000 27.1218
982000 27.3038
983000 27.3623
984000 27.2598
985000 27.3116
986000 27.4393
987000 27.3753
988000 27.2989
989000 27.4252
990000 27.5503
991000 27.4313
992000 27.2874
993000 27.1502
994000 27.0406
995000 26.9636
996000 27.0588
997000 26.9374
998000 27.0812
999000 27.0079
1000000 27.1892
