# Time-averaged data for fix myat1
# TimeStep v_kinetic_energy v_potential_energy v_pressure
7490 1.00881 -0.941216 0.987997
7500 1.0213 -0.959597 0.916593
7510 1.01373 -0.955733 0.943397
7520 0.982317 -0.95794 0.957373
7530 0.953781 -0.95847 0.952793
7540 0.969181 -0.961321 0.929723
7550 0.966124 -0.961326 0.909476
7560 0.998791 -0.972617 0.877548
7570 1.00642 -0.973257 0.871712
7580 1.00539 -0.96391 0.918353
7590 0.998833 -0.972007 0.900275
7600 1.00206 -0.98564 0.829638
7610 0.984022 -0.989124 0.793544
7620 0.984139 -0.978393 0.840654
7630 1.02495 -0.978772 0.861764
7640 1.04026 -0.974877 0.897823
7650 1.03428 -0.958857 0.958117
7660 1.02743 -0.95802 0.949085
7670 0.990437 -0.968651 0.863846
7680 0.990603 -0.96242 0.887461
7690 0.970438 -0.957032 0.896746
7700 0.983712 -0.97204 0.852574
7710 1.00917 -0.968778 0.870461
7720 1.00401 -0.961198 0.906086
7730 0.985867 -0.959684 0.916114
7740 0.998158 -0.969184 0.896827
7750 1.01254 -0.962063 0.927108
7760 1.03584 -0.977089 0.896227
7770 0.973893 -0.967314 0.927565
7780 1.00026 -0.985323 0.910796
7790 0.986109 -0.975648 0.955212
7800 0.986355 -0.972046 0.956126
7810 0.996561 -0.96886 0.979045
7820 1.00792 -0.976236 0.952383
7830 1.00103 -0.982008 0.907638
7840 0.996056 -0.990558 0.86039
7850 0.970992 -0.974968 0.890616
7860 1.00245 -0.976211 0.903248
7870 1.0004 -0.961247 0.955172
7880 1.04044 -0.973535 0.899041
7890 1.02523 -0.975254 0.891675
7900 1.02631 -0.96644 0.931865
7910 1.00852 -0.966482 0.928154
7920 0.983323 -0.979845 0.848509
7930 0.985886 -0.971523 0.870268
7940 1.02726 -0.965987 0.908867
7950 1.04494 -0.960786 0.928079
7960 1.03727 -0.965586 0.904271
7970 0.99695 -0.968842 0.863937
7980 0.996138 -0.953541 0.929219
7990 0.992249 -0.960159 0.92504
8000 0.992732 -0.95637 0.936617
8010 0.986569 -0.958128 0.930697
8020 1.01917 -0.964941 0.901873
8030 1.02288 -0.978432 0.835146
8040 1.04087 -0.96255 0.889083
8050 1.0205 -0.965935 0.864846
8060 1.01368 -0.97116 0.841305
8070 0.996582 -0.953282 0.910013
8080 0.976772 -0.958947 0.884568
8090 1.02111 -0.975246 0.828133
8100 0.97511 -0.971973 0.806717
8110 0.9773 -0.985314 0.753033
8120 1.02114 -0.985574 0.796566
8130 0.997211 -0.969276 0.876812
8140 0.995584 -0.966787 0.908407
8150 1.00438 -0.973427 0.889975
8160 0.995044 -0.975188 0.854141
8170 0.979237 -0.976748 0.861582
8180 0.994757 -0.969204 0.910058
8190 1.01246 -0.967029 0.910993
8200 1.01956 -0.972188 0.883433
8210 1.01983 -0.983181 0.829854
8220 1.00109 -0.979704 0.819582
8230 1.00101 -0.986075 0.809568
8240 1.01633 -0.971137 0.8718
8250 0.975734 -0.959522 0.903871
8260 0.97381 -0.948453 0.944987
8270 0.98806 -0.960402 0.912292
8280 1.00334 -0.961746 0.913153
8290 1.0038 -0.974089 0.860937
8300 0.983132 -0.979832 0.804706
8310 0.998697 -0.983515 0.814044
8320 0.989417 -0.95837 0.930831
8330 1.03012 -0.95526 0.97933
8340 1.01023 -0.965201 0.939833
8350 1.0067 -0.970508 0.897978
8360 0.966927 -0.970101 0.884563
8370 0.981419 -0.978883 0.837881
8380 0.959313 -0.972021 0.83553
8390 0.972146 -0.982254 0.804812
8400 0.942296 -0.979203 0.837557
8410 0.990634 -0.957829 0.944888
8420 0.993853 -0.951041 0.952669
8430 0.969641 -0.966019 0.86349
8440 1.03361 -0.97785 0.855957
8450 1.03575 -0.971607 0.901597
8460 1.0438 -0.982356 0.881411
8470 1.01834 -0.978367 0.883214
8480 1.02834 -0.983327 0.86696
8490 0.996143 -0.980362 0.848108
8500 0.997972 -0.99816 0.78949
8510 1.01175 -0.985104 0.840601
8520 1.01289 -0.967471 0.920223
8530 1.01194 -0.984801 0.879679
8540 0.996293 -0.979333 0.891047
8550 1.02313 -0.973392 0.940211
8560 1.00404 -0.970576 0.966883
8570 1.00311 -0.971846 0.948255
8580 0.983569 -0.953864 0.988912
8590 0.986882 -0.960464 0.924664
8600 0.982633 -0.965605 0.872759
8610 1.00721 -0.983472 0.82183
8620 1.02358 -0.982167 0.821803
8630 1.00656 -0.973667 0.84287
8640 0.984542 -0.97635 0.820977
8650 1.01466 -0.970623 0.859484
8660 1.01248 -0.986745 0.80842
8670 0.99238 -0.996284 0.770543
8680 0.976569 -0.969635 0.860975
8690 1.00145 -0.971 0.860935
8700 0.992283 -0.975949 0.831392
8710 0.996158 -0.981676 0.803708
8720 0.957865 -0.982518 0.786975
8730 0.977742 -0.986629 0.788248
8740 1.02512 -1.00118 0.776795
8750 0.983003 -0.978055 0.862711
8760 0.998212 -0.975937 0.875513
8770 1.01269 -0.98519 0.84555
8780 1.0231 -0.995728 0.791745
8790 1.00542 -1.00346 0.742488
8800 1.01147 -0.998343 0.757199
8810 1.02636 -0.985657 0.850441
8820 0.993587 -0.990288 0.827111
8830 0.950213 -0.981062 0.84629
8840 0.991743 -0.983063 0.861458
8850 1.00179 -0.965309 0.936197
8860 1.01379 -0.959421 0.963559
8870 0.999134 -0.956787 0.959742
8880 0.988961 -0.94636 0.979189
8890 1.0196 -0.95664 0.931699
8900 0.983289 -0.968287 0.866225
8910 0.949417 -0.970294 0.857435
8920 0.94039 -0.975545 0.848404
8930 0.979091 -0.982295 0.804585
8940 1.00302 -0.979319 0.822972
8950 1.01185 -0.972848 0.843043
8960 1.01228 -0.954579 0.919401
8970 1.06885 -0.953193 0.960953
8980 1.00781 -0.950144 0.960199
8990 0.99398 -0.978105 0.878475
9000 0.965946 -0.981643 0.871186
9010 0.975917 -0.973077 0.892474
9020 0.98006 -0.962646 0.948938
9030 0.97264 -0.947996 1.01363
9040 1.00907 -0.948382 1.00528
9050 1.03676 -0.95944 0.965254
9060 1.02028 -0.968069 0.928703
9070 0.99234 -0.959812 0.938002
9080 0.995416 -0.973777 0.876098
9090 1.00682 -0.973259 0.860552
9100 1.00405 -0.971474 0.859079
9110 1.00904 -0.967097 0.891809
9120 0.992773 -0.962528 0.922413
9130 1.02014 -0.982261 0.869279
9140 1.04756 -0.978365 0.873665
9150 1.0355 -0.983162 0.860564
9160 0.999072 -0.97301 0.938118
9170 0.992553 -0.973268 0.944755
9180 1.02591 -0.977569 0.917266
9190 1.0445 -0.982426 0.882004
9200 0.997587 -0.984174 0.841023
9210 0.990865 -0.971046 0.931863
9220 1.01382 -0.981635 0.912155
9230 0.997223 -0.975745 0.942395
9240 0.999013 -0.970749 0.946853
9250 1.00425 -0.971274 0.933581
9260 0.965953 -0.974635 0.924257
9270 0.995982 -0.973926 0.961792
9280 1.01054 -0.956666 1.01269
9290 1.01471 -0.961227 0.969281
9300 1.0104 -0.971551 0.937411
9310 0.982882 -0.968559 0.951783
9320 0.991175 -0.988368 0.874063
9330 0.991984 -0.992265 0.863702
9340 0.99628 -1.00492 0.830184
9350 0.993909 -0.990051 0.87548
9360 0.978173 -0.993097 0.867604
9370 0.962925 -1.00614 0.825377
9380 0.946979 -0.995564 0.877902
9390 1.01758 -0.989551 0.93755
9400 0.997052 -0.987577 0.93351
9410 0.983419 -0.976076 0.969331
9420 1.00781 -0.977004 0.953066
9430 1.00295 -0.979143 0.953247
9440 0.96272 -0.97643 0.969136
9450 0.983426 -0.994449 0.912879
9460 0.998464 -1.01076 0.849192
9470 0.988601 -0.993601 0.911875
9480 0.987413 -0.992838 0.924518
9490 0.972177 -0.993104 0.907398
9500 0.975404 -1.00157 0.851791
9510 0.992281 -1.00737 0.830363
9520 1.00538 -0.987102 0.936565
9530 1.02333 -0.988412 0.966304
9540 1.04017 -0.995314 0.937091
9550 1.0127 -0.995435 0.89618
9560 1.004 -0.986426 0.92574
9570 1.00839 -0.984405 0.944622
9580 0.975397 -0.982058 0.941591
9590 0.996494 -1.00558 0.861265
9600 1.03398 -0.997833 0.890593
9610 1.03679 -0.990638 0.908768
9620 1.02311 -0.997028 0.865506
9630 1.01366 -0.983464 0.915638
9640 0.993531 -0.97015 0.928921
9650 1.00316 -0.975609 0.867697
9660 0.988957 -0.984228 0.791696
9670 0.9704 -0.984341 0.770302
9680 0.971754 -0.989492 0.772792
9690 0.970208 -0.99039 0.781666
9700 1.01321 -0.98776 0.825831
9710 0.991315 -0.96234 0.931754
9720 1.00898 -0.957758 0.957494
9730 1.01573 -0.968501 0.917915
9740 1.00584 -0.976885 0.895164
9750 1.00572 -0.962857 0.913961
9760 1.01167 -0.95597 0.932991
9770 1.001 -0.963127 0.908814
9780 0.982178 -0.973122 0.875181
9790 0.992693 -0.9669 0.90336
9800 1.01106 -0.979041 0.877421
9810 1.03065 -0.992946 0.856998
9820 0.989897 -0.984358 0.865553
9830 1.01888 -0.976955 0.919076
9840 1.04923 -0.991834 0.892486
9850 1.02584 -0.971785 0.971864
9860 1.04931 -0.96956 0.981814
9870 1.03458 -0.982747 0.913465
9880 1.06682 -0.998063 0.842429
9890 1.03162 -1.00211 0.807601
9900 1.06471 -0.983773 0.889229
9910 1.04142 -0.965018 0.958023
9920 1.01589 -0.974145 0.896456
9930 1.03677 -0.989241 0.856386
9940 1.00652 -0.994789 0.842222
9950 1.01839 -0.982883 0.901141
9960 1.01663 -0.974543 0.939035
9970 1.02149 -0.976667 0.932577
9980 1.01559 -0.973549 0.922844
9990 1.04671 -0.975016 0.922564
10000 1.00763 -0.972611 0.923835
10010 0.981463 -0.974275 0.884621
10020 0.978752 -0.986339 0.839658
10030 0.993382 -0.995427 0.838656
10040 0.979134 -1.00217 0.820841
10050 0.994472 -1.00472 0.810671
10060 1.01049 -0.988944 0.893949
10070 1.02101 -0.964503 1.00015
10080 1.01394 -0.969241 0.964989
10090 1.01116 -0.97149 0.982167
10100 0.98711 -0.992944 0.887861
10110 0.990449 -1.00265 0.829611
10120 1.00135 -1.01035 0.776605
10130 1.01651 -1.0123 0.755874
10140 0.989203 -1.00556 0.793676
10150 0.958042 -0.993656 0.828144
10160 0.96744 -0.996183 0.833352
10170 1.01735 -0.992893 0.870447
10180 1.0159 -1.00134 0.833666
10190 1.04423 -1.01668 0.782775
10200 1.01664 -1.00387 0.82077
