LAMMPS data file via write_data, version 3 Nov 2022, timestep = 97

1150 atoms
2 atom types

-30 30 xlo xhi
-30 30 ylo yhi
-0.5 0.5 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 1 1
2 0.5 3

Atoms # atomic

345 1 -28.836527978635523 -29.32379134924253 0 0 0 0
979 1 -29.382597284003467 -28.335352105920894 0 0 0 0
435 1 -25.41272970465001 -29.697644643809667 0 0 0 0
533 1 -25.0334223812446 -28.519424750144708 0 0 0 0
347 1 -24.33086681362878 -29.373591404712414 0 0 0 0
448 1 -23.610197298718113 -28.5187851725338 0 0 0 0
465 1 -21.594434951800736 -29.515122247021324 0 0 0 0
846 1 -19.589451104663272 -29.956228673857563 0 0 0 0
515 1 -18.140787952603613 -29.56814428354133 0 0 0 0
842 1 -14.745655024242563 -28.65413059221905 0 0 0 0
787 1 -12.989513138005535 -29.492106254560223 0 0 0 0
36 1 -10.405919873206756 -29.840692475135835 0 0 0 0
364 1 -11.541790203872502 -29.931587863363454 0 0 0 0
625 1 -4.757822679636595 -28.773352167289758 0 0 0 0
387 1 7.417642863399727 -29.431703322476856 0 0 0 0
944 1 6.322303786744609 -29.242449447127644 0 0 0 0
970 1 6.748034203566038 29.67376942449773 0 0 -1 0
223 1 11.273081028896458 -28.5703876587309 0 0 0 0
484 1 11.195195948715684 -29.695603133380178 0 0 0 0
646 1 12.215665223498444 29.848294763413616 0 0 -1 0
813 1 12.510493315624204 -29.06753474304057 0 0 0 0
567 1 16.299792015260564 -28.88425791564626 0 0 0 0
295 1 18.456843971675266 -28.79933855457017 0 0 0 0
207 1 19.800803244967724 -28.660356452983226 0 0 0 0
137 1 21.323059450177364 -29.799293235727607 0 0 0 0
320 1 20.963132379403525 -28.718999247753903 0 0 0 0
10 1 23.123569854293738 -29.917953657112896 0 0 0 0
126 1 24.203694748699135 -29.629074001940047 0 0 0 0
941 1 25.277655324688055 -29.285158173216345 0 0 0 0
566 1 26.892840501664114 -29.395998150685582 0 0 0 0
833 1 28.186956474263695 -28.936980325175544 0 0 0 0
855 1 28.219826936457114 29.941651975342722 0 0 -1 0
74 1 29.194798361224006 -29.47427823623898 0 0 0 0
890 1 -26.928395343003086 -27.95932281418255 0 0 0 0
483 1 -23.836202009267883 -27.426580665623543 0 0 0 0
894 1 -17.060693529087906 -27.1816434475444 0 0 0 0
109 1 -13.608404479316276 -28.440239193768264 0 0 0 0
671 1 -12.624601832431278 -27.883269522035594 0 0 0 0
372 1 -7.561171746929288 -27.744642643614174 0 0 0 0
859 1 -8.654910802188052 -27.93118297522361 0 0 0 0
15 1 -5.99661114443121 -26.91347031539615 0 0 0 0
101 1 -6.480242185913912 -27.93165387798177 0 0 0 0
920 1 -5.369786363337495 -27.84703119427698 0 0 0 0
885 1 -5.873439734294302 -28.873704536375826 0 0 0 0
49 1 -2.68542019908034 -28.101900906553208 0 0 0 0
954 1 -3.8001054781771137 -28.20339309204006 0 0 0 0
653 1 3.957758804719506 -27.27249838368864 0 0 0 0
562 1 6.829476949564925 -27.836973837786797 0 0 0 0
393 1 7.808269559588232 -28.3850270911014 0 0 0 0
119 1 12.368490260121996 -27.96805851620465 0 0 0 0
839 1 13.582694430222304 -28.053708692751247 0 0 0 0
90 1 14.709635819292096 -27.23744893281961 0 0 0 0
642 1 15.845104409162364 -27.50043842753364 0 0 0 0
564 1 21.12402760449521 -27.616545221383763 0 0 0 0
540 1 22.060401497332435 -28.21010353268359 0 0 0 0
673 1 22.354080224831733 -27.110980579961915 0 0 0 0
479 1 24.389222629375407 -28.542095666916445 0 0 0 0
898 1 26.673982973533285 -28.006304035452843 0 0 0 0
939 1 26.019603839539997 -27.09005830882342 0 0 0 0
619 1 27.793477382937603 -27.870619466733565 0 0 0 0
648 1 -28.523907239416346 -26.929176236799385 0 0 0 0
468 1 -26.16841849948352 -27.08573596542104 0 0 0 0
348 1 -23.784482594692108 -26.26889489209465 0 0 0 0
39 1 -21.99001126635905 -26.768806560453648 0 0 0 0
744 1 -18.127865279884098 -26.83190295655048 0 0 0 0
838 1 -15.161107572355935 -26.79271314438251 0 0 0 0
929 1 -15.657947603632692 -25.77316231712796 0 0 0 0
467 1 -13.63729853750891 -26.80372609325996 0 0 0 0
516 1 -14.395082803765092 -27.62161943394961 0 0 0 0
230 1 -11.03769539352216 -26.386028066301286 0 0 0 0
431 1 -12.85356739327391 -26.00858514701399 0 0 0 0
553 1 -12.09138175444795 -26.84010435943195 0 0 0 0
690 1 -8.931694142963755 -25.99051566988275 0 0 0 0
71 1 -8.2221066111083 -26.860195799509444 0 0 0 0
275 1 -7.090392723648739 -26.730985426887283 0 0 0 0
631 1 -3.850199458851118 -27.085136543475876 0 0 0 0
405 1 -2.853048643140401 -26.272069990975357 0 0 0 0
798 1 1.609871826760637 -26.304541628702488 0 0 0 0
187 1 5.955516379304625 -26.324507124284956 0 0 0 0
884 1 4.848684058996426 -26.578362695653322 0 0 0 0
89 1 8.598412021667361 -26.354790737748917 0 0 0 0
443 1 7.515449705893587 -26.025562248777383 0 0 0 0
692 1 13.657019556807612 -26.653964476745944 0 0 0 0
852 1 15.735405850381266 -25.96649174301124 0 0 0 0
311 1 19.459511263006668 -26.354480414252375 0 0 0 0
422 1 20.46268053863615 -25.844187663725883 0 0 0 0
904 1 27.167954822820207 -26.95351429274716 0 0 0 0
188 1 28.155437562480817 -26.056848493850175 0 0 0 0
217 1 28.58377332154656 -27.07369313422649 0 0 0 0
688 1 27.07790629945899 -25.805972421388386 0 0 0 0
150 1 29.27243603201905 -26.035308326935137 0 0 0 0
442 1 -28.724678788240997 -25.55350265889396 0 0 0 0
21 1 -26.797601870547204 -25.02248401457111 0 0 0 0
611 1 -25.740479970330586 -24.602602316965854 0 0 0 0
34 1 -24.854153452680503 -25.375838256403703 0 0 0 0
466 1 -23.06597396060289 -25.38888305754497 0 0 0 0
397 1 -20.741056641934364 -25.45881779887497 0 0 0 0
857 1 -20.134890828440966 -24.505592386914284 0 0 0 0
97 1 -18.530715635464354 -25.785955552783523 0 0 0 0
401 1 -19.607014657262795 -25.480890319223693 0 0 0 0
805 1 -14.873822697540232 -24.156559528516897 0 0 0 0
972 1 -14.652379554008977 -25.270655940760477 0 0 0 0
346 1 -13.79181678863801 -24.538258512799366 0 0 0 0
159 1 -12.058250547103048 -24.527585454365788 0 0 0 0
279 1 -11.829449325131696 -25.631720045773996 0 0 0 0
400 1 -10.977344633478817 -24.943181959015007 0 0 0 0
246 1 -6.495143387842898 -24.340311242534703 0 0 0 0
309 1 -6.304319327212316 -25.501506397797936 0 0 0 0
498 1 -4.784045816194898 -24.52068586345271 0 0 0 0
647 1 -1.3903245378444167 -25.684524771221387 0 0 0 0
351 1 -0.32924174090484676 -25.28630851767613 0 0 0 0
610 1 0.8026662483256259 -25.301096715148883 0 0 0 0
166 1 1.8125509331676268 -24.81681605729515 0 0 0 0
500 1 12.634156599764676 -24.82669060123833 0 0 0 0
856 1 11.503149013343293 -24.852483312411785 0 0 0 0
329 1 16.532527035287245 -25.162524581961094 0 0 0 0
514 1 25.416652149725614 -24.740057011698713 0 0 0 0
742 1 28.307753595362342 -24.946969525128342 0 0 0 0
338 1 29.40199262054478 -24.67199125662945 0 0 0 0
192 1 -29.524587267574983 -24.313418990272687 0 0 0 0
419 1 -27.557305591863532 -23.96675405806078 0 0 0 0
967 1 -26.466237502438446 -23.726765366143972 0 0 0 0
7 1 -24.85321738173867 -23.51414992286524 0 0 0 0
108 1 -23.8459757347587 -24.040956683667023 0 0 0 0
191 1 -21.929415564088448 -23.55138892320537 0 0 0 0
333 1 -22.753558623376108 -24.303466874990658 0 0 0 0
360 1 -21.238094277941375 -24.415136278529616 0 0 0 0
248 1 -19.9155689770775 -23.405864825456263 0 0 0 0
660 1 -18.6589976449909 -22.99863611538241 0 0 0 0
300 1 -16.035284724811675 -24.229670456426774 0 0 0 0
520 1 -14.191185422475053 -23.249953016771126 0 0 0 0
288 1 -10.373614925409152 -24.0154848837622 0 0 0 0
402 1 -7.622392863848194 -23.71706896294557 0 0 0 0
730 1 -8.23436993624997 -22.73924184072195 0 0 0 0
30 1 3.2463649037266107 -23.761637210075286 0 0 0 0
62 1 8.989443226390843 -23.2437000796164 0 0 0 0
214 1 13.98228419143161 -23.8100391449609 0 0 0 0
168 1 16.063336183284882 -24.138925907215352 0 0 0 0
576 1 17.977935080840222 -22.950889557853714 0 0 0 0
743 1 18.787650441732367 -23.706887743115217 0 0 0 0
868 1 22.273138929957558 -23.746465174415455 0 0 0 0
992 1 23.09563398358668 -22.98721623053524 0 0 0 0
278 1 23.34328401397859 -24.080964210615956 0 0 0 0
375 1 25.530214885769343 -23.59734360209462 0 0 0 0
599 1 26.441663182673597 -24.309487827295353 0 0 0 0
