120 0.650686 -0.622548 0.0106194
130 1.14355 -0.569691 0.025359
140 1.35337 -0.515961 0.0337405
150 1.41888 -0.497505 0.033005
160 1.45541 -0.480784 0.0311298
170 1.47509 -0.462157 0.0299049
180 1.45609 -0.451404 0.0279708
190 1.47176 -0.439983 0.0272634
200 1.49776 -0.424189 0.027849
210 1.50168 -0.414112 0.0275004
220 1.49774 -0.40575 0.0272291
230 1.51289 -0.392648 0.0280965
240 1.51498 -0.379402 0.0285959
250 1.50417 -0.380714 0.0266015
260 1.53202 -0.3796 0.0256725
270 1.52104 -0.373222 0.0251603
280 1.51115 -0.368862 0.0246906
290 1.50227 -0.365857 0.0244555
300 1.49597 -0.365875 0.0240456
310 1.50437 -0.359945 0.0245878
320 1.51306 -0.353881 0.0249501
330 1.50188 -0.348489 0.0251307
340 1.49062 -0.34317 0.0250667
350 1.49177 -0.341145 0.0249814
360 1.48596 -0.336205 0.0249125
370 1.5068 -0.334244 0.0244622
380 1.50128 -0.330645 0.0238626
390 1.50668 -0.327991 0.0234847
400 1.49351 -0.323992 0.0231981
410 1.48345 -0.318835 0.02349
420 1.5038 -0.313068 0.0244836
430 1.512 -0.309435 0.0247603
440 1.52964 -0.312417 0.0241318
450 1.49911 -0.306499 0.0239532
460 1.48789 -0.306115 0.0235027
470 1.51657 -0.308242 0.0236138
480 1.50614 -0.305533 0.0237014
490 1.49268 -0.304666 0.0235335
500 1.48714 -0.302977 0.0237205
510 1.48682 -0.299222 0.0241782
520 1.47886 -0.303025 0.0233201
530 1.50666 -0.296324 0.0246331
540 1.50526 -0.293146 0.02502
550 1.49736 -0.292686 0.0246749
560 1.49047 -0.294988 0.0240389
570 1.48931 -0.294515 0.0238662
580 1.50923 -0.293519 0.0242754
590 1.50468 -0.288033 0.0248571
600 1.49961 -0.287939 0.0247347
610 1.48471 -0.290307 0.0240556
620 1.50261 -0.290926 0.0241748
630 1.47472 -0.283839 0.0245328
640 1.47573 -0.285453 0.0241367
650 1.49575 -0.285238 0.0243069
660 1.47753 -0.279891 0.0245934
670 1.47951 -0.286241 0.0238597
680 1.48108 -0.291068 0.0232145
690 1.51367 -0.286263 0.0240268
700 1.49973 -0.286283 0.0236357
710 1.49597 -0.284888 0.0235064
720 1.50746 -0.277677 0.0246066
730 1.52395 -0.27747 0.0251097
740 1.52663 -0.279613 0.0249903
750 1.51894 -0.277555 0.0250598
760 1.49925 -0.277468 0.0246779
770 1.51866 -0.273413 0.0254948
780 1.50021 -0.269666 0.0252896
790 1.4986 -0.271875 0.0244407
800 1.51404 -0.273152 0.0240599
810 1.50898 -0.272013 0.0236715
820 1.49429 -0.268832 0.0238596
830 1.48469 -0.272642 0.0233474
840 1.495 -0.26696 0.0246202
850 1.53503 -0.268439 0.0252526
860 1.53165 -0.273131 0.0246103
870 1.49399 -0.270889 0.0242225
880 1.49391 -0.269597 0.0240995
890 1.47385 -0.266938 0.0238313
900 1.49297 -0.268267 0.0239042
910 1.50441 -0.2661 0.0244081
920 1.53733 -0.266616 0.0247685
930 1.52281 -0.263856 0.0246142
940 1.48583 -0.263926 0.0237353
950 1.50003 -0.263348 0.0239953
960 1.45537 -0.259997 0.0238575
970 1.48868 -0.262314 0.0241253
980 1.47334 -0.263112 0.0236413
990 1.49658 -0.264808 0.023604
1000 1.50321 -0.265346 0.0235593
1010 1.48185 -0.263668 0.0235323
1020 1.4938 -0.263928 0.0240229
1030 1.48543 -0.261292 0.0244001
1040 1.49765 -0.263697 0.0241326
1050 1.50263 -0.262563 0.0241739
1060 1.48951 -0.257684 0.0247632
1070 1.46864 -0.259848 0.0239221
1080 1.4813 -0.257467 0.0242642
1090 1.49643 -0.254849 0.0246974
1100 1.49637 -0.259496 0.0239498
1110 1.47563 -0.258296 0.0237877
1120 1.47934 -0.258936 0.0237662
1130 1.48055 -0.25896 0.0237116
1140 1.50885 -0.253341 0.0249904
1150 1.47735 -0.260069 0.0235212
1160 1.5016 -0.257063 0.0243153
1170 1.48545 -0.262338 0.0234822
1180 1.50692 -0.255915 0.0248206
1190 1.50395 -0.2497 0.0256893
1200 1.49715 -0.255937 0.024514
1210 1.49262 -0.258447 0.0239884
1220 1.48471 -0.25786 0.0237082
1230 1.48223 -0.257645 0.0234517
1240 1.49848 -0.263897 0.022806
1250 1.54077 -0.261512 0.0239808
1260 1.48909 -0.25914 0.0236539
1270 1.48167 -0.260264 0.0235743
1280 1.49001 -0.25887 0.0238423
1290 1.47791 -0.249314 0.0247655
1300 1.4948 -0.254776 0.0242372
1310 1.48927 -0.255389 0.0238548
1320 1.46976 -0.259959 0.0229028
1330 1.48842 -0.256086 0.0236658
1340 1.49453 -0.257019 0.0235208
1350 1.49671 -0.256462 0.0235494
1360 1.4875 -0.254935 0.0234551
1370 1.48767 -0.25015 0.0236898
1380 1.50869 -0.246342 0.0243804
1390 1.51804 -0.248298 0.0243155
1400 1.48702 -0.24295 0.0242306
1410 1.47831 -0.24901 0.0234358
1420 1.49488 -0.251665 0.0234377
1430 1.48978 -0.247203 0.023915
1440 1.50514 -0.243853 0.0246856
1450 1.50018 -0.244527 0.0246745
1460 1.47988 -0.247647 0.0239552
1470 1.48037 -0.250171 0.023318
1480 1.47375 -0.24564 0.0238583
1490 1.4776 -0.244782 0.024026
1500 1.48439 -0.248763 0.023556
1510 1.47886 -0.251545 0.0228467
1520 1.47019 -0.247365 0.0231415
1530 1.48312 -0.242161 0.0240436
1540 1.50798 -0.244301 0.0242237
1550 1.50862 -0.248557 0.023803
1560 1.50664 -0.241311 0.0248699
1570 1.50649 -0.245103 0.0248032
1580 1.49983 -0.244018 0.0249644
1590 1.51799 -0.243858 0.0254129
1600 1.52981 -0.245975 0.0251207
1610 1.53645 -0.246325 0.0248288
1620 1.52721 -0.243336 0.0247358
1630 1.49348 -0.248896 0.0232205
1640 1.50217 -0.247216 0.0235229
1650 1.49036 -0.247424 0.023374
1660 1.50463 -0.244274 0.023935
1670 1.48658 -0.242408 0.0237175
1680 1.50615 -0.243448 0.0238181
1690 1.50238 -0.238281 0.0245021
1700 1.4742 -0.242167 0.023571
1710 1.47118 -0.241791 0.0237949
1720 1.46584 -0.239157 0.0239452
1730 1.48068 -0.238084 0.0242093
1740 1.51003 -0.238369 0.0245781
1750 1.47634 -0.242692 0.0233814
1760 1.514 -0.239777 0.0244504
1770 1.5044 -0.237408 0.0246935
1780 1.48921 -0.23546 0.0248452
1790 1.48807 -0.236204 0.024599
1800 1.46773 -0.233081 0.0243743
1810 1.48944 -0.238427 0.0238304
1820 1.47952 -0.239339 0.0233683
1830 1.50276 -0.234551 0.0241715
1840 1.49871 -0.231874 0.0241861
1850 1.51547 -0.230565 0.0245491
1860 1.50146 -0.235656 0.0238505
1870 1.51629 -0.234357 0.0244855
1880 1.5239 -0.238345 0.0241298
1890 1.54994 -0.240762 0.0243021
1900 1.54069 -0.239433 0.0245033
1910 1.51313 -0.235893 0.0247477
1920 1.49322 -0.241281 0.0236008
1930 1.50204 -0.241983 0.0235206
1940 1.50512 -0.237331 0.0242934
1950 1.49616 -0.238976 0.023906
1960 1.50294 -0.238584 0.0240068
1970 1.51339 -0.238569 0.024196
1980 1.50985 -0.237016 0.0243999
1990 1.49192 -0.238676 0.0237945
2000 1.50983 -0.240972 0.0237885
2010 1.46235 -0.241603 0.0228454
2020 1.45989 -0.241813 0.0226973
2030 1.49175 -0.239171 0.0237643
2040 1.50166 -0.242659 0.0234035
2050 1.50798 -0.236239 0.0244327
2060 1.49427 -0.243528 0.0234486
2070 1.49316 -0.239865 0.0239989
2080 1.49727 -0.232784 0.0250075
2090 1.50429 -0.23626 0.0244641
2100 1.50264 -0.237645 0.0240773
2110 1.49509 -0.23274 0.0246202
2120 1.47787 -0.239066 0.0236557
2130 1.48507 -0.235468 0.0243831
2140 1.49324 -0.238808 0.0241506
2150 1.48329 -0.235728 0.0244353
2160 1.49574 -0.238417 0.0245548
2170 1.48573 -0.238442 0.0246219
2180 1.51019 -0.240498 0.0247131
2190 1.49702 -0.236675 0.0249555
2200 1.49853 -0.236293 0.0249876
2210 1.51841 -0.237059 0.0251815
2220 1.50696 -0.240558 0.0243582
2230 1.50471 -0.239551 0.024529
2240 1.49423 -0.238342 0.024549
2250 1.48646 -0.234902 0.0247017
2260 1.47881 -0.238648 0.0238444
2270 1.51289 -0.23645 0.0244417
2280 1.49975 -0.235256 0.0241673
2290 1.49858 -0.232941 0.0244816
2300 1.49967 -0.236075 0.0239902
2310 1.5234 -0.241941 0.0237807
2320 1.5322 -0.235371 0.0250906
2330 1.51919 -0.236272 0.0250356
2340 1.52346 -0.241673 0.0244731
2350 1.50201 -0.243867 0.0240315
2360 1.51169 -0.240893 0.0248017
2370 1.48396 -0.242377 0.0240727
2380 1.44506 -0.24435 0.0231266
2390 1.47631 -0.244942 0.0233212
2400 1.49279 -0.244549 0.0234676
2410 1.48963 -0.241782 0.0236838
2420 1.47805 -0.240023 0.0238562
2430 1.45478 -0.24065 0.0236583
2440 1.48141 -0.244502 0.023569
2450 1.47287 -0.242105 0.0237337
2460 1.49432 -0.244513 0.0239379
2470 1.47327 -0.241595 0.0239759
2480 1.4847 -0.245535 0.0235715
2490 1.48829 -0.241888 0.0241636
2500 1.49888 -0.244806 0.0240483
2510 1.48193 -0.247573 0.0233513
2520 1.49929 -0.24035 0.0245477
2530 1.4757 -0.247169 0.0231947
2540 1.50854 -0.246962 0.0237144
2550 1.50163 -0.242999 0.0241651
2560 1.46722 -0.240444 0.0239827
2570 1.47891 -0.242091 0.0241855
2580 1.51668 -0.242638 0.0247988
2590 1.50019 -0.242665 0.0245926
2600 1.51053 -0.245837 0.0244595
2610 1.52687 -0.245812 0.0246433
2620 1.50674 -0.243558 0.0245998
2630 1.47803 -0.243706 0.0240575
2640 1.50722 -0.245312 0.0244384
2650 1.49157 -0.240707 0.0250772
2660 1.48509 -0.243965 0.024583
2670 1.48394 -0.248797 0.0239179
2680 1.46998 -0.246355 0.0239672
2690 1.50957 -0.246945 0.0245855
2700 1.49337 -0.242739 0.0248213
2710 1.48438 -0.247176 0.0238424
2720 1.49348 -0.241865 0.0245849
2730 1.46415 -0.237012 0.0244807
2740 1.48398 -0.238623 0.0245671
