# Time-averaged data for fix myat1
# TimeStep v_kinetic_energy v_potential_energy v_pressure
210 0.174861 -1.82535 -0.0468611
220 0.621951 -1.71539 0.57397
230 0.737598 -1.50851 1.37973
240 0.824162 -1.41323 1.67876
250 0.878566 -1.35798 1.73467
260 0.968349 -1.3225 1.74325
270 0.968161 -1.26695 1.7908
280 0.998903 -1.24948 1.73179
290 0.980007 -1.22732 1.72509
300 0.979728 -1.2117 1.6953
