50000 1.07
100000 0.204
150000 0.062
200000 0.096
250000 0.048
300000 0.1
350000 0.08
400000 0.076
450000 0.01
500000 0.098
550000 0.086
600000 0.114
650000 0.02
700000 0.052
750000 0.002
800000 0.04
850000 0.062
900000 0.056
950000 0.054
1000000 0.064
1050000 0.036
1100000 0.054
1150000 0.052
1200000 0.194
1250000 0.042
1300000 0.044
1350000 0.034
1400000 0.052
1450000 0.12
1500000 0.064
1550000 0.034
1600000 0.024
1650000 0.01
1700000 0.066
1750000 0.08
1800000 0.004
1850000 0.062
1900000 0.042
1950000 0.048
2000000 0.068
