# Time-averaged data for fix at2
# TimeStep f_mysf1[1] f_mysf2[1]
15000 -0.0498401 0.410772
15100 1.12129 1.00735
15200 -0.676125 -0.155316
15300 -0.31806 -0.264173
15400 1.04418 -1.56993
15500 -1.49219 -0.363141
15600 -0.647684 0.101514
15700 -0.352507 0.367444
15800 0.814164 -0.414837
15900 0.726215 0.693765
16000 -1.16783 0.210351
16100 1.15099 0.0815119
16200 0.992788 -0.674493
16300 -1.91385 0.494628
16400 -0.48682 -0.193165
16500 -0.309238 -0.84388
16600 0.157778 -0.0457457
16700 -0.433143 -0.704841
16800 0.704368 -0.0980903
16900 1.3493 0.936431
17000 -0.369317 1.0176
17100 -0.122265 -0.338897
17200 -0.193656 -0.332069
17300 0.116105 1.05569
17400 0.0742646 -1.18432
17500 -1.04725 -0.95239
17600 0.49005 0.395356
17700 0.132069 0.0692299
17800 0.318107 1.0428
17900 0.570296 1.18251
18000 -0.324355 -0.0335669
18100 1.19771 -0.141545
18200 -0.953099 -1.24541
18300 -0.433321 0.122051
18400 -0.385711 0.292307
18500 0.0642986 0.137768
18600 -0.480029 0.0191227
18700 0.497366 -0.947939
18800 1.35821 1.05008
18900 0.471017 0.577741
19000 -1.13829 -0.781075
19100 0.619115 0.535077
19200 -1.4451 -0.182291
19300 -1.08707 -0.10971
19400 0.214709 -1.48048
19500 0.972404 -0.904234
19600 -0.52129 1.4848
19700 0.974762 -0.00122901
19800 -0.114948 0.767234
19900 -0.607372 0.482227
20000 0.0821922 0.0974167
20100 1.13077 -1.13478
20200 -1.40113 -1.04638
20300 -0.149728 -0.843678
20400 0.451004 0.30343
20500 -0.992576 1.27782
20600 -0.245242 0.767201
20700 2.31546 -0.0880356
20800 0.504705 -0.226914
20900 -0.79883 1.03107
21000 0.914745 -1.3102
21100 -1.15048 0.412252
21200 -1.68058 0.38033
21300 0.104136 -0.440651
21400 0.331869 -0.0878926
21500 1.00694 -0.306506
21600 0.899097 -0.139312
21700 1.64024 0.974574
21800 -0.250775 1.20769
21900 -1.55488 0.172252
22000 0.079595 -0.885529
22100 -1.12668 -1.38157
22200 -0.700798 0.219112
22300 0.755723 -1.06466
22400 -0.0575947 0.63943
22500 0.103785 0.82546
22600 -0.93238 1.61428
22700 1.19151 -1.0295
22800 0.198528 0.772183
22900 0.000973519 -1.41242
23000 0.0758941 -0.86063
23100 -1.53463 -1.29766
23200 -0.653307 0.0825391
23300 0.113351 0.419532
23400 0.462608 1.31589
23500 1.19538 0.00249173
23600 1.15416 -0.341175
23700 -0.322266 0.873139
23800 0.151575 0.450809
23900 -1.25855 -0.71011
24000 -1.18273 -0.427112
24100 0.349051 0.716794
24200 -0.434626 -0.702251
24300 1.43495 -1.07912
24400 0.325014 1.51765
24500 0.627869 1.42389
24600 1.07135 -0.098877
24700 -0.515032 -0.511829
24800 -1.35028 1.15894
24900 1.69997 -1.65994
25000 -1.19971 -1.74145
25100 -0.615104 0.890411
25200 0.30171 0.261243
25300 -0.570305 0.792298
25400 0.0848301 1.13734
25500 1.40701 -0.0651932
25600 0.914825 -0.533224
25700 -1.18681 0.522277
25800 -1.64654 -1.41472
25900 -0.0399053 -1.3715
26000 -0.392393 0.292322
26100 -0.840199 0.101305
26200 1.30727 0.101535
26300 1.16224 -0.679767
26400 0.832359 0.776858
26500 -0.944533 0.841565
26600 -0.5225 -0.110081
26700 -0.292958 0.583188
26800 -0.448044 -1.57478
26900 -0.78474 -1.67497
27000 0.0249207 1.27864
27100 0.299676 0.0281811
27200 1.38005 0.294324
27300 0.648499 2.11869
27400 0.0588195 0.638577
27500 0.168993 -0.237281
27600 -0.166123 -1.17583
27700 -0.763065 -1.11869
27800 0.95131 -0.666948
27900 -0.814455 1.84162
28000 -1.19087 -0.128515
28100 1.34567 -0.123052
28200 0.908409 0.865586
28300 0.762124 1.43893
28400 -0.250574 -0.506878
28500 0.248064 -0.62568
28600 -1.40613 -0.988133
28700 -1.83069 -0.677461
28800 0.150926 0.206892
28900 -0.448611 -0.161439
29000 0.838266 -0.380237
29100 2.20975 -0.358729
29200 -0.518731 0.370889
29300 -0.228466 1.03526
29400 -0.798082 0.265377
29500 0.254294 -0.801021
29600 -1.58891 -0.58199
29700 0.340089 -1.09833
29800 -1.09092 -0.070327
29900 0.133558 0.206858
30000 2.11184 0.020899
30100 -0.828649 2.14749
30200 0.00888544 1.03241
30300 1.35706 -0.639398
30400 0.495525 -1.55619
30500 -0.99107 -0.032314
30600 -0.0261082 0.0848762
30700 -0.09619 0.202553
30800 -0.735136 -0.6975
30900 0.375178 1.21273
31000 0.739466 0.702078
31100 1.59258 1.66264
31200 0.397956 -0.207155
31300 -0.493204 -1.02761
31400 -2.15241 0.681142
31500 -0.106645 -0.596259
31600 -0.892397 -0.546857
31700 0.858611 -0.371186
31800 0.0172636 -0.611761
31900 1.20655 -0.228988
32000 0.568998 0.118632
32100 -0.642446 1.7827
32200 0.351333 -0.508286
32300 -0.208592 -0.626343
32400 -0.156291 -0.446275
32500 -2.48251 -1.1108
32600 -0.20911 -0.750727
32700 0.821805 0.775423
32800 -0.155468 1.16323
32900 -0.147088 0.816364
33000 -0.0919712 0.268935
33100 1.12343 -0.965457
33200 -0.0863416 -0.0331841
33300 0.244797 -0.201541
33400 -0.658296 0.0475562
33500 -0.395185 -2.24145
33600 0.133264 0.1449
33700 -0.843984 0.779545
33800 3.22708 1.30391
33900 0.210829 0.585605
34000 -0.358211 0.449183
34100 -0.772318 0.664613
34200 0.85106 -0.195146
34300 -1.45545 -0.133725
34400 -0.607668 -0.706235
34500 0.626041 0.101207
34600 0.31197 -0.524753
34700 -0.281884 1.13207
34800 0.701369 -0.253288
34900 1.61964 1.2929
35000 -0.424572 -0.235336
35100 0.740436 -1.11964
35200 -1.15647 -1.19365
35300 -0.962134 -1.08491
35400 -1.50966 0.846655
35500 1.03281 -0.190657
35600 0.00453065 1.23055
35700 0.152072 0.250052
35800 -1.15433 -0.242179
35900 1.24796 0.387046
36000 0.77538 0.0785315
36100 -1.52804 -0.768657
36200 -2.21081 -0.750386
36300 1.04297 -0.0680862
36400 -0.407867 -1.51524
36500 1.40369 -0.0748347
36600 0.781039 0.73119
36700 1.16919 0.97178
36800 -1.37455 0.14083
36900 0.662152 0.516567
37000 -0.569401 -0.541959
37100 -0.19149 0.332285
37200 -0.120701 -0.211239
37300 -0.309976 -0.588327
37400 -0.399194 0.354609
37500 0.172995 2.54627
37600 0.954792 -0.468501
37700 1.16857 0.642277
37800 0.540749 -0.298318
37900 0.0272037 -0.927183
38000 -0.0463192 -1.24231
38100 -0.362084 0.828695
38200 -1.40189 -0.857041
38300 0.898453 0.183128
38400 0.184373 0.39358
38500 -0.400571 0.107345
38600 0.764948 -0.0756156
38700 0.587674 1.14252
38800 -1.26264 0.158728
38900 -1.85389 -0.657549
39000 -1.16345 0.246933
39100 1.12903 -2.69326
39200 0.0122673 -0.722767
39300 0.406098 1.63637
39400 -0.858101 -0.309785
39500 1.5125 0.539817
39600 0.431987 -0.0973171
39700 -0.285043 0.088134
39800 0.306883 0.660521
39900 0.351724 -1.83824
40000 -1.38953 -0.372629
40100 -1.04548 0.592767
40200 0.80984 0.319438
40300 -1.18681 1.22524
40400 1.99216 0.527512
40500 1.27764 0.282176
40600 -0.838116 0.0852402
40700 0.183652 0.663797
40800 0.621437 -1.15693
40900 -0.601899 -0.00399609
41000 -0.13754 0.104582
41100 0.0392855 -1.09847
41200 0.0304749 -0.932383
41300 0.98872 1.42486
41400 0.559227 0.589438
41500 0.283064 0.882485
41600 -0.743868 0.757918
41700 -0.870124 -0.735889
41800 -1.25897 -0.338142
41900 -0.169724 -0.82868
42000 0.0138524 -0.967468
42100 -0.968698 -0.239703
42200 0.7992 0.729255
42300 0.25724 -0.0233155
42400 0.378683 -0.305659
42500 1.09983 1.15075
42600 0.992805 -1.3481
42700 -0.99111 -0.634707
42800 -1.87946 -0.0706141
42900 -0.966351 -0.411918
43000 0.158255 -0.299272
43100 0.687705 0.706577
43200 -0.147498 1.45455
43300 0.679143 -0.211935
43400 0.861782 0.801939
43500 0.298463 0.654361
43600 -0.542443 -0.415487
43700 0.487392 -0.756503
43800 -1.732 -0.228834
43900 1.23524 -1.78575
44000 0.243013 0.630232
44100 0.114075 0.676866
44200 1.27733 0.830296
44300 0.822653 0.841913
44400 -0.811843 1.23801
44500 -0.0242891 -1.23176
44600 -0.76039 -0.202456
44700 -0.366711 -0.0833243
44800 0.343424 -0.188259
44900 -2.49071 -0.734167
45000 0.147231 -0.585942
45100 0.629234 1.44526
45200 2.6101 0.920467
45300 -0.48007 -0.814011
45400 0.33738 -0.724755
45500 0.339139 -0.768741
45600 -1.98222 -1.14786
45700 -1.30134 0.849483
45800 0.524135 -0.0850876
45900 -0.479739 -1.2618
46000 -0.012712 1.04223
46100 0.492775 0.216301
46200 1.08098 0.852227
46300 -0.59089 1.30995
46400 -0.491214 0.122549
46500 -0.0847831 -0.49625
46600 -0.0267455 -1.99416
46700 -0.473457 -0.264278
46800 1.71124 -0.55188
46900 -0.0835009 1.23651
47000 0.624665 0.297256
47100 -0.277436 0.555543
47200 0.660767 1.18262
47300 0.998616 -0.0461724
47400 0.144817 -0.431809
47500 -1.3203 -0.320707
47600 -0.663145 0.502379
47700 -2.48134 -0.988063
47800 0.791786 0.31105
47900 0.700609 1.14952
48000 1.75611 0.259269
48100 0.89529 -0.758392
48200 -0.696588 0.287959
48300 0.971597 -1.3981
48400 -1.40354 0.2076
48500 -0.965627 -0.0615806
48600 -0.41709 -1.29581
48700 -0.174991 -1.68048
48800 0.591055 1.0908
48900 -0.264683 1.29846
49000 0.832612 0.769426
49100 -1.11093 1.32972
49200 -0.26445 0.415799
49300 -0.608447 -1.96172
49400 -0.0181941 -0.211941
49500 -0.283252 -1.70436
49600 1.11608 0.219553
49700 -0.91857 0.674147
49800 0.317544 0.499478
49900 0.458773 -0.0427352
50000 1.36191 0.273193
50100 2.77252 0.987685
50200 -0.190371 -0.928669
50300 -2.77119 0.302398
50400 -1.14394 -0.113811
50500 -0.735226 0.425138
50600 0.827509 0.666109
50700 -0.730774 -1.30606
50800 1.50007 1.77752
50900 2.12797 0.0966865
51000 -0.847981 0.189364
51100 -0.915352 0.74412
51200 1.55787 -0.151016
51300 -1.13652 -1.79121
51400 -0.137422 -0.987942
51500 -0.444205 -2.59814
51600 0.654748 1.39086
51700 -0.447366 0.817823
51800 0.504773 1.19309
51900 -1.33749 1.22577
52000 1.00686 -0.402454
52100 -0.68502 -0.478665
52200 -0.247438 -1.01013
52300 -0.239955 -0.326083
52400 -1.53782 -0.575264
52500 -1.04071 -1.04133
52600 0.569745 1.7791
52700 0.6599 -0.0534375
52800 2.93896 -0.00759937
52900 1.55301 0.27342
53000 -0.462523 -0.598342
53100 -1.50108 0.0737812
53200 -1.39851 0.717045
53300 -0.359213 -0.882644
53400 0.401618 -0.785146
53500 -0.639616 0.196913
53600 1.18122 1.69195
53700 1.19039 0.981658
53800 0.601741 1.48181
53900 -1.58383 0.469827
54000 0.981636 -0.0935404
54100 0.223454 -1.87259
54200 -1.02577 -1.23109
54300 0.699036 -1.68307
54400 -0.105172 0.17234
54500 -0.40681 1.23296
54600 0.825857 1.35411
54700 0.468588 -0.130465
54800 0.068183 0.318521
54900 -0.141883 -0.229915
55000 -0.568854 -0.9218
55100 -1.31305 -0.231281
55200 -1.64686 -0.321719
55300 -1.37269 -0.204326
55400 0.216236 0.351193
55500 1.60521 -0.0193318
55600 2.61694 -0.293684
55700 -0.509371 -0.536903
55800 0.170277 1.13519
55900 -0.242116 -0.244776
56000 -0.708143 0.0388587
56100 -0.987751 -2.47248
56200 -0.0706174 -0.0501374
56300 0.835951 0.982487
56400 -0.259472 0.685077
56500 0.917972 0.438697
56600 -0.440577 2.37984
56700 0.526907 2.25893
56800 0.415767 -1.67217
56900 -0.227838 -1.89336
57000 -0.861978 -0.427641
57100 0.695074 -1.53418
57200 0.130623 0.475566
57300 -0.397073 0.987567
57400 0.684935 0.22986
57500 1.40263 0.22136
57600 1.41178 1.13841
57700 -0.730873 -0.947525
57800 -0.00434839 0.723888
57900 -2.14555 -0.70194
58000 -2.12213 -0.31513
58100 -1.37157 -0.186434
58200 0.425982 -0.59201
58300 1.91692 -0.177267
58400 1.8441 1.36997
58500 -0.873417 0.375891
58600 -0.129599 -1.02776
58700 0.0455167 0.3606
58800 0.0845891 -0.762091
58900 -1.28143 -1.47885
59000 0.426545 -1.64517
59100 0.14853 -0.952567
59200 -0.714216 1.73223
59300 -0.409812 2.25201
59400 0.889703 0.851302
59500 0.898027 1.43984
59600 0.470222 -0.445061
59700 -1.09736 -1.48058
59800 -0.580383 -0.114042
59900 -0.167097 -0.705737
60000 -0.304828 0.711917
60100 -0.0778592 -0.169278
60200 0.834509 0.207009
60300 1.99719 0.447254
60400 2.7749 0.288499
60500 0.100902 -0.657644
60600 -1.94007 1.71965
60700 -0.974959 0.345117
60800 -2.31106 -1.35072
60900 0.215533 -1.32083
61000 0.315793 0.513117
61100 -0.623733 0.60264
61200 1.32591 0.846542
61300 0.873934 0.271533
61400 -1.25215 0.138237
61500 0.345968 0.497163
61600 0.142647 -0.619277
61700 -0.0220455 -2.70162
61800 0.332832 -2.35803
61900 -2.09354 -0.551129
62000 -1.13635 1.37448
62100 1.9164 0.949963
62200 0.182106 1.21394
62300 0.296289 1.3787
62400 0.465219 0.513024
62500 -0.454383 -0.877308
62600 -0.407791 -1.18952
62700 -1.55595 0.321207
62800 -0.720602 -0.152877
62900 0.215529 0.0945932
63000 0.700324 -0.482412
63100 2.74383 0.582977
63200 1.57332 -0.0668031
63300 0.380861 1.7227
63400 0.257161 -0.366503
63500 -1.4138 0.244319
63600 -1.44613 -1.47734
63700 -0.0737143 -0.374013
63800 -0.244161 0.722996
63900 0.587091 -0.0797789
64000 -0.319209 0.525859
64100 0.340974 1.55579
64200 0.483382 1.04375
64300 -0.392611 -0.332508
64400 -0.0116232 -0.71123
64500 0.540258 -2.96999
64600 -0.660779 -0.495457
64700 -1.16193 -0.974491
64800 -0.716311 -0.385672
64900 0.675949 0.781962
65000 0.526552 1.22067
65100 0.780456 0.985316
65200 -0.0785809 -0.925957
65300 0.33739 0.05788
65400 -1.70265 1.1017
65500 -1.25553 -1.45288
65600 -1.53681 0.275688
65700 -0.22626 0.363796
65800 1.35577 -1.07391
65900 2.09869 -0.146612
66000 0.848493 0.729899
66100 1.66042 1.89008
66200 0.823201 -0.219938
66300 -1.90488 -0.256932
66400 -0.087958 -0.263186
66500 0.184961 -1.1391
66600 -1.00229 -0.512126
66700 -0.224302 0.197872
66800 0.628419 0.854152
66900 -0.666736 2.89592
67000 0.516881 1.09948
67100 0.919102 0.360029
67200 0.737603 -1.4376
67300 -1.40407 -0.98094
67400 0.526296 -2.12963
67500 -1.0404 -0.966404
67600 -1.28737 -0.1797
67700 0.386391 0.751247
67800 1.46775 0.212674
67900 0.592858 -0.168677
68000 0.709865 0.358362
68100 -0.409979 0.358687
68200 -0.947507 -0.215271
68300 -2.30263 -0.190747
68400 -1.76197 0.0651707
68500 0.0180579 -0.769051
68600 -0.573773 -0.829469
68700 2.4741 0.831586
68800 2.01838 0.804107
68900 0.120121 0.379771
69000 0.13716 1.21859
69100 -1.09885 -0.102
69200 1.54921 -1.26922
69300 0.0137982 -2.20198
69400 -1.09202 0.21418
69500 0.284774 0.946427
69600 0.547823 0.0142542
69700 -0.0735162 2.44209
69800 -0.342285 1.5268
69900 1.32641 1.61403
70000 0.0468483 -0.344742
70100 -0.0787856 -1.69236
70200 -0.402423 -1.18513
70300 -1.76288 -1.43478
70400 -0.312752 1.80709
70500 0.718426 -0.158921
70600 0.144953 -2.32086
70700 0.846947 1.15566
70800 1.0227 -0.0551471
70900 1.57884 -0.0186426
71000 -1.81032 -0.240134
71100 -2.4082 -0.0204644
71200 -0.855353 0.414181
71300 -2.28874 -1.74758
71400 -0.00723945 -0.201395
71500 2.56394 0.604473
71600 -0.553971 0.0404221
71700 -0.559621 0.809923
71800 0.327878 1.39827
71900 2.01546 -0.332038
72000 -0.502808 -1.0504
72100 -0.0738019 -1.26747
72200 0.0520089 -0.548843
72300 0.297848 -0.793809
72400 0.472703 0.134427
72500 -0.528661 2.00451
72600 1.52039 2.26446
72700 -0.306925 0.512358
72800 0.596727 0.513392
72900 1.46818 -0.449201
73000 -1.8623 -0.630801
73100 -1.40163 1.02933
73200 0.0238712 -0.0295211
73300 -0.837443 -2.06029
73400 0.798248 -0.323706
73500 1.29974 1.66373
73600 2.02097 -0.958529
73700 1.37185 -0.569163
73800 -1.95374 0.73232
73900 -0.50868 0.420389
74000 -1.20825 -1.94702
74100 -1.98646 0.0566457
74200 -0.0952394 -0.977047
74300 0.923407 -0.839057
74400 -2.48989 0.722886
74500 -0.0237891 1.48649
74600 2.2433 0.967178
74700 -0.223581 0.570711
74800 -0.364858 -0.517572
74900 0.297254 -2.81494
75000 0.085291 -0.828811
75100 -0.301657 -1.04455
75200 -0.419402 -0.196648
75300 0.538613 1.77146
75400 0.740004 1.15028
75500 0.557809 0.894134
75600 1.99144 0.0945216
75700 0.211257 1.22867
75800 -0.576427 0.893796
75900 -1.08636 0.18644
76000 -1.90849 -1.24363
76100 -1.9943 0.792637
76200 2.12938 -0.345836
76300 1.81153 0.084021
76400 1.94534 -1.32366
76500 0.511958 0.986566
76600 0.670496 0.954363
76700 -0.852018 -0.361669
76800 -1.06417 -1.25371
76900 -0.0683832 -0.0795249
77000 -0.134267 -1.91978
77100 -3.09963 -1.25367
77200 0.272392 1.06969
77300 -0.0457975 1.94375
77400 -0.440474 1.23661
77500 -0.36346 1.70666
77600 1.00925 -0.850614
77700 0.866612 -2.62773
77800 -0.270257 -1.17792
77900 -1.19713 -0.624708
78000 0.575275 0.152603
78100 -1.11929 -0.668972
78200 -0.236219 0.888272
78300 2.47352 -0.928179
78400 1.44099 1.40688
78500 1.38555 0.71807
78600 -0.371111 1.59011
78700 -1.41193 -0.120675
78800 -3.34216 0.830009
78900 -0.867426 0.446843
79000 1.13573 -0.740138
79100 2.20331 -1.39114
79200 0.599771 0.938226
79300 0.774185 0.110496
79400 -0.191991 0.718721
79500 0.450077 0.834562
79600 1.14736 -0.156464
79700 0.574976 -1.64409
79800 -1.29403 -1.92077
79900 -1.52888 -1.73556
80000 -0.558857 0.234026
80100 -0.0556114 1.64586
80200 -2.00625 3.15541
80300 0.859811 0.488461
80400 1.26214 -1.18738
80500 -0.412836 -0.99887
80600 -0.619413 -0.432521
80700 -0.31791 -0.598142
80800 -1.19577 -0.569852
80900 -0.401018 -0.526101
81000 -0.10765 -1.75702
81100 1.70442 0.733444
81200 1.54321 -0.0194231
81300 2.556 0.641103
81400 0.108884 1.20874
81500 -3.15664 0.685757
81600 -2.29097 0.4531
81700 0.215677 0.0857452
81800 1.02748 -0.441058
81900 0.050564 -0.0886361
82000 -0.136281 0.348322
82100 1.56036 0.478526
82200 0.361238 0.723221
82300 -0.00631849 1.98921
82400 1.63702 -1.00747
82500 0.220253 -0.160691
82600 0.150414 -2.79564
82700 0.258987 -1.57051
82800 -1.19067 -1.55449
82900 -1.52615 3.83464
83000 0.352041 1.65305
83100 -0.343473 0.238578
83200 0.916753 -0.474806
83300 -0.539133 -0.233938
83400 0.48868 0.375269
83500 -0.37862 -1.44931
83600 -1.74649 0.336933
83700 -1.60916 -0.487012
83800 -0.236557 -1.52356
83900 0.0711407 -0.487754
84000 2.79999 -0.749552
84100 3.29499 -0.940634
84200 -1.49396 1.15996
84300 -2.77115 0.826616
84400 0.0428302 0.70668
84500 -0.725778 0.391283
84600 -0.244136 -1.11183
84700 0.921077 0.199832
84800 -0.785602 -0.944962
84900 0.830338 1.01921
85000 -0.640099 2.30526
85100 1.45214 1.12659
85200 -0.345729 0.986609
85300 1.31751 -0.450571
85400 2.4029 -2.45744
85500 -0.386869 -2.351
85600 -0.0695339 0.718423
85700 -1.83653 0.920646
85800 0.0081793 0.972449
85900 0.0499085 0.410557
86000 0.273606 0.0281133
86100 0.699503 0.574374
86200 1.10459 -1.10761
86300 -0.572372 0.860387
86400 -1.80984 0.755944
86500 -2.39416 -1.292
86600 -2.04617 -0.112816
86700 0.719801 -1.18496
86800 2.6525 -1.04558
86900 1.88486 -1.40019
87000 -1.39749 0.289002
87100 1.02864 1.52814
87200 -0.936776 0.805579
87300 -0.862458 -0.0215837
87400 -1.20399 -1.02747
87500 1.50291 -0.863576
87600 -0.271323 -1.06406
87700 -1.49445 0.2577
87800 0.0275698 1.6533
87900 0.0728348 2.20841
88000 0.389458 1.92421
88100 1.83971 -0.474067
88200 0.969276 -0.698591
88300 0.00438708 -1.01729
88400 0.240951 -0.719816
88500 -0.734421 -0.851967
88600 0.102508 1.83779
88700 -0.346324 -0.787068
88800 0.749266 0.758004
88900 0.327568 -0.30648
89000 2.38824 0.276374
89100 0.0985938 0.395118
89200 -0.911076 0.705289
89300 -2.81684 1.25263
89400 -2.20479 -1.13747
89500 -0.558406 -1.17442
89600 1.19058 -1.35549
89700 0.569131 -1.02582
89800 1.08368 1.30612
89900 0.615979 -0.956468
90000 -0.615313 0.785778
90100 -0.975228 1.44266
90200 0.537863 -1.1522
90300 1.33725 -1.74833
90400 -1.08321 -1.12543
90500 -0.464806 -2.33
90600 -0.589118 2.64014
90700 -2.06833 1.33239
90800 0.849977 1.56447
90900 1.03404 1.38797
91000 1.68868 0.0402972
91100 -0.373328 0.152518
91200 0.624544 -0.987033
91300 0.00667569 -0.839559
91400 -1.19946 0.302361
91500 0.234786 0.231365
91600 -0.218723 -1.25183
91700 0.527984 0.792795
91800 3.72771 -0.0704133
91900 0.0618996 -0.12224
92000 0.441129 1.49834
92100 -1.3013 1.05121
92200 -2.20629 0.777574
92300 -1.21334 -0.759369
92400 -0.796325 -0.968138
92500 -0.24712 -1.73624
92600 1.38958 -0.384274
92700 -0.194606 0.231369
92800 -0.291391 1.11434
92900 0.664973 0.242566
93000 -0.062968 0.0295143
93100 0.611525 -0.721865
93200 0.742707 -2.17688
93300 0.432581 -1.72942
93400 -2.25764 -0.589803
93500 -1.75575 0.648323
93600 -0.36926 1.04658
93700 1.00177 1.39224
93800 0.101431 1.58456
93900 0.662 0.380089
94000 1.84513 0.221556
94100 -0.532973 -0.381668
94200 -0.997076 -0.242814
94300 -0.573517 -0.358681
94400 -1.02505 0.161199
94500 0.0738662 -0.703526
94600 3.99937 -0.963105
94700 0.72958 -0.550264
94800 1.22622 0.742022
94900 0.505325 2.02128
95000 -0.304117 2.47101
95100 -1.84558 -0.118722
95200 -1.78732 -0.501741
95300 -1.06996 -1.56809
95400 0.292182 -1.11242
95500 0.14229 0.622914
95600 -0.925768 -0.584845
95700 0.202368 2.30962
95800 0.520014 1.28919
95900 1.12913 -1.3267
96000 1.21552 -1.35534
96100 1.37188 -1.38272
96200 -2.55117 -1.29968
96300 -0.395109 -1.98782
96400 -1.17804 -0.559664
96500 -1.71668 2.23322
96600 -0.77196 0.0225169
96700 2.23118 0.46354
96800 1.40518 1.8204
96900 0.353332 0.706387
97000 -0.654944 0.223761
97100 -1.52286 0.632087
97200 -0.861405 -0.0559397
97300 -0.594616 -0.871684
97400 1.20358 -1.32553
97500 0.872547 -1.46384
97600 1.72466 0.0457778
97700 2.49553 0.431874
97800 0.864915 1.82661
97900 -1.16081 1.13265
98000 -0.06804 1.218
98100 -1.01649 -0.154705
98200 -0.408341 -2.00138
