LAMMPS data file via write_data, version 29 Oct 2020, timestep = 255000

576 atoms
4 atom types
0 bonds
1 bond types
0 angles
1 angle types

1.681329882496657 18.904247829103532 xlo xhi
-3.530451344195436 24.11602905581896 ylo yhi
0.7165621973343139 19.869015514264422 zlo zhi

Masses

1 28.0855
2 15.9994
3 15.9994
4 1.008

Bond Coeffs # harmonic

1 0 0.9572

Angle Coeffs # harmonic

1 0 104.52

Atoms # full

377 42 2 -0.55 4.274091561261779 0.2642137142482071 4.544358942404845 -1 0 -1
165 19 1 1.1 4.552357690833541 -1.063108807323571 3.730372142407212 1 0 0
421 47 2 -0.55 5.059995641311369 -1.0655258848330804 2.2349017006765153 2 1 0
81 9 2 -0.55 5.682355728225526 -1.9773862925251717 4.457408386065238 0 -1 -1
385 43 2 -0.55 3.089825334693554 -1.6815302467629014 3.7211671940205657 0 0 0
542 61 1 1.1 6.8438167337969515 -3.110994819582372 4.581008296447959 -1 1 1
410 46 2 -0.55 2.220651769548567 1.3324953474033332 3.399916512130763 0 0 0
208 24 1 1.1 3.3311958720117025 1.611830871976104 4.579829107129015 1 0 0
147 17 1 1.1 2.0915688113605397 -2.2868161220229006 4.807535893381817 0 0 0
80 9 2 -0.55 2.953815359693439 -2.361987344203057 6.177270725612135 0 0 0
261 29 2 -0.55 6.607252892149253 1.785637544958239 3.169482503914774 0 1 -1
206 23 2 -0.55 2.7633387514961507 1.812518296660462 6.0508162732911 2 0 0
10 2 1 1.1 5.321576280047017 2.749843456469284 2.896862645050368 0 0 -1
97 11 2 -0.55 4.210757749129902 2.7214134010551807 3.9724647444808014 0 0 -1
205 23 2 -0.55 4.81892485936482 2.1774788367069724 1.4969274103220218 -1 1 1
521 58 2 -0.55 7.028063393693304 2.7866067212189223 7.150386456050444 0 1 -1
276 31 2 -0.55 3.2809509398095202 -2.2752503345272745 0.7487853706772037 0 0 0
508 57 2 -0.55 6.87587901769547 1.1834648599539985 0.7577646070049276 1 0 1
218 25 1 1.1 4.701599023388282 -1.5857583981422283 0.7344998528194833 1 0 1
380 43 1 1.1 7.650692763674558 1.0989135410220332 2.200098134161838 2 0 0
248 28 2 -0.55 8.20350868528147 -2.407085334179559 4.980989066708436 1 0 1
360 40 2 -0.55 8.133184317030727 -0.3396033566700261 2.4464331761544935 0 0 1
327 37 1 1.1 9.341217798596501 -2.222703647913878 6.156210137840201 -2 -1 0
33 4 2 -0.55 10.316622827301341 -1.0922221187948866 5.572756289646099 -1 -1 1
534 60 1 1.1 11.377638112131224 -0.5617186654022325 4.39475015181227 0 0 1
51 6 2 -0.55 10.620398426117886 -1.0626515349528998 3.07415012828799 0 0 -1
44 5 2 -0.55 12.711811310782082 -1.2976116748700315 4.704275557170027 -2 0 0
280 32 1 1.1 9.277877302287129 -1.4307002410670682 2.457465893637046 0 0 0
358 40 2 -0.55 11.832151146884982 0.988923464554198 4.080951740886192 -1 0 1
294 33 2 -0.55 9.004531939023467 -2.7672306468465377 1.7551107399822663 0 0 2
509 57 2 -0.55 12.539746135185506 1.836365565245804 1.6750569335402326 -2 1 0
221 25 2 -0.55 8.947050300258521 2.0327477683283504 2.5024573937846286 0 0 1
390 44 1 1.1 12.240211440220278 2.269896685503341 3.193522165998417 0 0 1
526 59 2 -0.55 8.76251745364481 2.921034969982552 5.0525993484015705 -1 1 -1
263 30 1 1.1 9.374825554106737 3.1369007606189667 3.587771745805285 1 1 0
